Sta #,VA Facility Location,ZIP 3,PBN,,,,,,,
656GC,"ALEXANDRIA, MN (MAX J. BEILKE CBOC)",563,3,,,,,,,
657,"SAINT LOUIS, MO (JOHN COCHRAN)",631,1,,,,,,,
657A0,"SAINT LOUIS, MO (JEFFERSON BARRACKS)",631,1,,,,,,,
657A4,"POPLAR BLUFF, MO",639,1,,,,,,,
657A5,"MARION, IL",629,1,,,,,,,
657DP,"MARION, IL (NON-VA HOSPITALS)",629,1,,,,,,,
657DS,"ST. LOUIS, IL (NON-VA HOSPITALS)",631,1,,,,,,,
657GA,"BELLEVILLE, IL",622,2,,,,,,,
657GB,"SAINT LOUIS, MO (CBOC)",631,2,,,,,,,
657GD,"SAINT CHARLES, MO",633,2,,,,,,,
657GF,"WEST PLAINS, MO",657,2,,,,,,,
657GG,"PARAGOULD, AR",724,3,,,,,,,
657GH,"CAPE GIRARDEAU, MO",637,2,,,,,,,
657GI,"FARMINGTON, MO",636,3,,,,,,,
657GJ,"EVANSVILLE, IN",477,2,,,,,,,
657GK,"MOUNT VERNON, IL",628,3,,,,,,,
657GL,"PADUCAH, KY",420,3,,,,,,,
657GM,"EFFINGHAM, IL",624,3,,,,,,,
657GN,"SALEM, MO",655,3,,,,,,,
657GO,"HANSON, KY (CBOC)",424,3,,,,,,,
657GP,"OWENSBORO, KY",423,3,,,,,,,
657GQ,"VINCENNES, IN",475,3,,,,,,,
657GR,"MAYFIELD, KY",420,3,,,,,,,
657GS,"WASHINGTON, MO",630,3,,,,,,,
657GT,"CARBONDALE, IL",629,2,,,,,,,
657GU,"HARRISBURG, IL",629,2,,,,,,,
657GV,"SIKESTON, MO",638,3,,,,,,,
657MA,"SCOTT AFB, IL (DES)",622,2,,,,,,,
657PD,"ST.LOUIS, MO  (SARRTP)",631,2,,,,,,,
657PC,"MARION, IL (PRRTP)",629,2,,,,,,,
658,"SALEM, VA",241,1,,,,,,,
658GA,"TAZEWELL, VA",246,3,,,,,,,
658GB,"DANVILLE, VA",245,3,,,,,,,
658GC,"LYNCHBURG, VA",245,2,,,,,,,
658GD,"STAUNTON, VA",244,3,,,,,,,
658GE,"WYTHEVILLE, VA",243,3,,,,,,,
658HA,"STUARTS DRAFT, VA",244,2,,,,,,,
658HG,"COVINGTON, VA",244,2,,,,,,,
659,"SALISBURY, NC",281,1,,,,,,,
659BY,"WINSTON-SALEM, NC",271,2,,,,,,,
659GA,"CHARLOTTE, NC",282,2,,,,,,,
659GB,"HICKORY, NC",286,3,,,,,,,
659GC,"PETERS CREEK VA CLINIC, NC",271,2,,,,,,,
659QA,"CHARLOTTE FIFTH STREET VA CLINIC, NC",282,3,,,,,,,
660,"SALT LAKE CITY, UT",841,1,,,,,,,
660DV,"OGDEN, UT (SNF)",844,1,,,,,,,
660GA,"POCATELLO, ID",832,3,,,,,,,
660GB,"SOUTH OGDEN, UT",844,2,,,,,,,
660GC,"ELY, NV",893,3,,,,,,,
660GD,"ROOSEVELT, UT",840,3,,,,,,,
660GE,"OREM, UT",840,2,,,,,,,
660GG,"SAINT GEORGE, UT",847,3,,,,,,,
660GI,"NEPHI, UT",846,3,,,,,,,
660GJ,"WEST VALLEY CITY, UT",841,2,,,,,,,
660GK,"ELKO, NV",898,3,,,,,,,
660MA,"HILL AFB, UT (DES)",840,2,,,,,,,
662,"SAN FRANCISCO, CA",941,1,,,,,,,
662GA,"SANTA ROSA, CA",954,3,,,,,,,
662GC,"EUREKA, CA",955,3,,,,,,,
662GD,"UKIAH, CA",954,3,,,,,,,
662GE,"SAN BRUNO, CA (CBOC)",940,2,,,,,,,
662GF,"SAN FRANCISCO , CA  (CBOC)",941,2,,,,,,,
662GG,"CLEARLAKE, CA",954,3,,,,,,,
663,"SEATTLE, WA",981,1,,,,,,,
663A4,"TACOMA, WA (AMERICAN LAKE VAMC)",984,1,,,,,,,
663GA,"SEATTLE, WA (VALOR CBOC)",980,2,,,,,,,
663GB,"BREMERTON, WA",983,2,,,,,,,
663GC,"MOUNT VERNON, WA",982,2,,,,,,,
663GD,"CHEHALIS, WA",985,3,,,,,,,
663HK,"SEATTLE, WA",981,2,,,,,,,
663JA,"PORT ANGELES, WA",983,3,,,,,,,
663MA,"SEATTLE, WA (DES) (FORT LEWIS)",981,2,,,,,,,
663MB,"SEATTLE, WA (DES) (MCCHORD AFB)",981,2,,,,,,,
663MC,"SEATTLE, WA (DES) (BREMERTON NAV HOSP)",981,2,,,,,,,
663MD,"SEATTLE, WA (DES) (FORT OAK HARBOR NAV HOSP)",981,2,,,,,,,
664,"SAN DIEGO, CA",921,1,,,,,,,
664BY,"SAN DIEGO, CA (CBOC)",921,2,,,,,,,
664DT,"CHULA VISTA, CA  ST HOME DOMICILIARY",919,2,,,,,,,
664GA,"EL CENTRO, CA",922,3,,,,,,,
664GB,"VISTA, CA",920,2,,,,,,,
664GC,"CHULA VISTA, CA",919,2,,,,,,,
664GD,"ESCONDIDO, CA",920,2,,,,,,,
664MA,"SAN DIEGO, CA (DES) (BALBOA NAVAL HOSPITAL)",921,2,,,,,,,
664MB,"SAN DIEGO, CA (DES) (CAMP PENDLETON)",921,2,,,,,,,
6649AF,STATE NURSING HOME CHULA VISTA,919,1,,,,,,,
666,"SHERIDAN, WY",828,1,,,,,,,
666GB,"CASPER, WY",826,2,,,,,,,
666GC,"RIVERTON, WY",825,3,,,,,,,
666GD,"POWELL, WY",824,3,,,,,,,
666GE,"GILLETTE, WY",827,3,,,,,,,
666GF,"ROCK SPRINGS, WY (CBOC)",829,3,,,,,,,
667,"SHREVEPORT, LA",711,1,,,,,,,
667DU,"SHREVEPORT, LA (WAR VETERANS HOME)",711,2,,,,,,,
667GA,"TEXARKANA, AR",718,3,,,,,,,
667GB,"MONROE, LA",712,3,,,,,,,
667GC,"LONGVIEW, TX",756,2,,,,,,,
667MA,"SHREVEPORT, LA (DES)",711,2,,,,,,,
668,"SPOKANE, WA",992,1,,,,,,,
668GA,"WENATCHEE, WA",988,3,,,,,,,
668GB,"COUER D'LENE, ID",838,2,,,,,,,
668HK,"SPOKANE, WA (MOC)",992,2,,,,,,,
668MA,"SPOKANE, WA (DES)",992,2,,,,,,,
671,"SAN ANTONIO, TX",782,1,,,,,,,
671A4,"KERRVILLE, TX",780,1,,,,,,,
671BY,"SAN ANTONIO, TX (CBOC AND SUB ABUSE)",782,2,,,,,,,
671GB,"VICTORIA, TX",779,3,,,,,,,
671GC,"DEL RIO, TX",788,3,,,,,,,
671GF,"SOUTH BEXAR COUNTY, TX",782,2,,,,,,,
671GH,"BEEVILLE, TX",781,3,,,,,,,
671GJ,"UVALDE, TX",788,3,,,,,,,
671GK,"SAN ANTONIO, TX (CBOC)",782,3,,,,,,,
671GL,"NEW BRAUNFELS, TX",781,2,,,,,,,
671GN,"SEGUIN, TX (CBOC)",781,2,,,,,,,
671GO,"SAN ANTONIO, TX (N. CENTRAL FED CLINIC)",782,2,,,,,,,
671MA,"FT SAM HOUSTON, TX (DES) (ARMY MED CNTR)",782,2,,,,,,,
671MB,"FT SAM HOUSTON, TX (DES) (59TH MED WING)",782,2,,,,,,,
672,"SAN JUAN, PR",009,1,,,,,,,
672B0,"PONCE, PR",007,2,,,,,,,
672BZ,"MAYAGUEZ, PR",006,2,,,,,,,
672GA,"SAINT CROIX, VI",008,3,,,,,,,
672GB,"SAINT THOMAS, VI",008,3,,,,,,,
672GC,"ARECIBO, PR",006,2,,,,,,,
672GD,"CEIBA, PR",007,2,,,,,,,
672GE,"GUAYAMA, PR",007,2,,,,,,,
673,"TAMPA, FL",336,1,,,,,,,
673BV,"TAMPA, FL (DOMICILLARY)",336,2,,,,,,,
673BZ,"NEW PORT RICHEY, FL",346,2,,,,,,,
673GB,"LAKELAND, FL",338,2,,,,,,,
673GC,"BROOKSVILLE, FL",346,2,,,,,,,
673GF,"ZEPHYRHILLS, FL",335,2,,,,,,,
674,"TEMPLE, TX",765,1,,,,,,,
674A4,"WACO, TX",767,1,,,,,,,
674BY,"AUSTIN, TX",787,2,,,,,,,
674GA,"PALESTINE, TX",758,3,,,,,,,
674GB,"BROWNWOOD, TX",768,3,,,,,,,
674GC,"COLLEGE STATION, TX (BRYAN)",778,3,,,,,,,
674GD,"CEDAR PARK, TX",786,3,,,,,,,
674GE,"MARLIN, TX (CBOC)",766,2,,,,,,,
674HB,"LA GRANGE, TX",789,3,,,,,,,
674MA,"FT HOOD, TX (DES)",765,2,,,,,,,
674PB,"TEMPLE, TX (CWTTR)",765,2,,,,,,,
675,"ORLANDO, FL",328,1,,,,,,,
675BU,"ORLANDO, FL (DOMICILLARY)",328,2,,,,,,,
675GA,"VIERA, FL",329,2,,,,,,,
675GB,"DAYTONA BEACH, FL",321,3,,,,,,,
675GC,"KISSIMMEE, FL",347,2,,,,,,,
675GD,"SANFORD, FL",327,2,,,,,,,
675GE,"LEESBURG, FL",347,2,,,,,,,
675GF,"CLERMONT, FL",347,2,,,,,,,
675GG,"ORLANDO, FL (LAKE BALDWIN)",328,2,,,,,,,
675MA,"ORLANDO, FL (DES)",328,2,,,,,,,
676,"TOMAH, WI",546,1,,,,,,,
676GA,"WAUSAU, WI",544,3,,,,,,,
676GC,"LA CROSSE, WI",546,3,,,,,,,
676GD,"WISCONSIN RAPIDS, WI",544,3,,,,,,,
676GE,"OWEN, WI",544,3,,,,,,,
676HB,"WAUTOMA, WI",549,3,,,,,,,
678,"TUCSON, AZ",857,1,,,,,,,
678GA,"SIERRA VISTA, AZ",856,3,,,,,,,
678GB,"YUMA, AZ",853,3,,,,,,,
678GC,"CASA GRANDE, AZ",852,3,,,,,,,
678GD,"SAFFORD, AZ",855,3,,,,,,,
678GE,"GREEN VALLEY, AZ",856,2,,,,,,,
678GF,"TUCSON, AZ (NORTHWEST CBOC)",857,2,,,,,,,
678GG,"TUSCON, AZ (SOUTHEAST CBOC)",857,2,,,,,,,
678MA,"TUSCON, AZ  (DES) (DAVIS-MONTHAN)",857,2,,,,,,,
678MB,"TUSCON, AZ  (DES) (FORT HUACHUCA)",856,2,,,,,,,
679,"TUSCALOOSA, AL",354,1,,,,,,,
679GA,"SELMA VA CLINIC, AL",367,3,,,,,,,
679HK,"TUSCALOOSA, AL (MOBILE CLINIC)",354,2,,,,,,,
679MA,"TUSCALOOSA, AL (DES)",354,2,,,,,,,
679PA,"TUSCALOOSA, AL (PRRTP)",354,2,,,,,,,
687,"WALLA WALLA, WA",993,1,,,,,,,
687GA,"RICHLAND, WA",993,2,,,,,,,
687GB,"LEWISTON, ID",835,3,,,,,,,
687GC,"LA GRANDE, OR",978,3,,,,,,,
687HA,"YAKIMA, WA",989,3,,,,,,,
688,"WASHINGTON, DC",204,1,,,,,,,
688GA,"FORT BELVOIR, VA",223,2,,,,,,,
688GB,"WASHINGTON, DC (CBOC)",200,2,,,,,,,
688GC,"LANDOVER, MD",207,2,,,,,,,
688GD,"CHARLOTTE HALL, MD",206,2,,,,,,,
688GE,SOUTHERN PRINCE GEORGES COUNTY CBOC,207,2,,,,,,,
688MA,"JOINT BASE ANDREWS, MD (DES)",207,2,,,,,,,
688MB,"WASHINGTON, DC (DES) (WRAMC)",203,2,,,,,,,
688MC,"BETHESDA, MD (DES)",208,2,,,,,,,
688MD,"FT BELVOIR, VA (DES)",220,2,,,,,,,
688ME,"QUANTICO, VA (DES)",221,2,,,,,,,
688MF,"WASHINGTON, DC (DES) (BOLLING AFB)",200,2,,,,,,,
688MG,"PATUXENT RIVER, MD (DES)",206,2,,,,,,,
688PA,"WASHINGTON, DC (CWT/TR)",204,2,,,,,,,
689,"WEST HAVEN, CT",065,1,,,,,,,
689A4,"NEWINGTON, CT",061,1,,,,,,,
689GA,"WATERBURY, CT",067,2,,,,,,,
689GB,"STAMFORD, CT",069,2,,,,,,,
689GC,"WILLIMANTIC, CT",062,3,,,,,,,
689GD,"WINSTED, CT",060,3,,,,,,,
689GE,"DANBURY, CT",068,2,,,,,,,
689HA,"WILLIMANTIC, CT",062,3,,,,,,,
689HC,"NEW LONDON, CT",063,3,,,,,,,
689MA,"WEST HAVEN, CT (DES)",065,2,,,,,,,
689QA,ERRERA VA CLINIC,065,2,,,,,,,
691,"WEST LOS ANGELES, CA",900,1,,,,,,,
691A4,"NORTH HILLS, CA (SEPULVEDA)",913,2,,,,,,,
691DV,"LOS ANGELES, CA (SNF)",900,1,,,,,,,
691GB,"SANTA BARBARA, CA",931,3,,,,,,,
691GC,"GARDENA, CA",902,2,,,,,,,
691GD,"BAKERSFIELD, CA",933,3,,,,,,,
691GE,"LOS ANGELES, CA (CBOC)",900,2,,,,,,,
691GF,"EAST LOS ANGELES, CA (AMB CARE CENTER)",900,2,,,,,,,
691GG,"LANCASTER, CA (ANTELOPE VALLEY)",935,3,,,,,,,
691GK,"SAN LUIS OBISPO, CA",934,3,,,,,,,
691GL,"SANTA MARIA, CA",934,3,,,,,,,
691GM,"OXNARD, CA (PORT HUENEME)",930,3,,,,,,,
691GN,"LYNWOOD, CA",902,2,,,,,,,
691GO,"PASADENA, CA",911,3,,,,,,,
691MA,"LOS ANGELES, CA  (DES) (VANDENBURG AFB)",900,2,,,,,,,
691MB,"LOS ANGELES, CA  (DES) (EDWARDS AFB)",900,2,,,,,,,
691MC,"LOS ANGELES, CA  (DES) (LOS ANGELES AFBs)",900,2,,,,,,,
692,"WHITE CITY, OR (DOMICILLARY)",975,1,,,,,,,
692GA,"KLAMATH FALLS, OR",976,2,,,,,,,
692GB,"GRANTS PASS, OR",975,2,,,,,,,
692JA,"LAKEVIEW, OR",976,3,,,,,,,
692JB,"GRANTS PASS, OR (ORC)",975,2,,,,,,,
693,"WILKES-BARRE, PA",187,1,,,,,,,
693B4,"ALLENTOWN, PA",181,3,,,,,,,
693GA,"SAYRE, PA",188,3,,,,,,,
693GB,"WILLIAMSPORT, PA",177,3,,,,,,,
693GC,"TOBYHANNA, PA",184,2,,,,,,,
693GD,"SCRANTON, PA",185,2,,,,,,,
693GF,"BERWICK, PA",186,2,,,,,,,
693GG,"BANGOR, PA (NORTHAMPTON COUNTY)",180,3,,,,,,,
695,"MILWAUKEE, WI",532,1,,,,,,,
695BY,"APPLETON, WI",549,2,,,,,,,
695DU,"UNION GROVE, WI (STATE VET HOME)",532,2,,,,,,,
695GA,"UNION GROVE, WI (CBOC)",531,2,,,,,,,
695GC,"CLEVELAND, WI",530,3,,,,,,,
695GD,"GREEN BAY, WI",543,3,,,,,,,
740,"HARLINGEN, TX",785,1,,,,,,,
740CT,"CORPUS CHRISTI, TX (NAVAL HEALTH CLINIC)",784,3,,,,,,,
740GA,"HARLINGEN, TX (CBOC)",785,2,,,,,,,
740GB,"MCALLEN, TX",785,2,,,,,,,
740GC,"CORPUS CHRISTI, TX",784,3,,,,,,,
740GD,"LAREDO, TX",780,3,,,,,,,
740GE,"EAGLE PASS, TX",788,3,,,,,,,
740MA,"CORPUS CHRISTI, TX (DES)",784,2,,,,,,,
756,"EL PASO, TX",799,1,,,,,,,
756GA,"LAS CRUCES, NM",880,3,,,,,,,
756GB,"EL PASO, TX (CBOC)",799,2,,,,,,,
756MA,"EL PASO, TX  (DES) (FT BLISS)",799,2,,,,,,,
756MB,"EL PASO, TX  (DES) (HOLLOMAN AFB)",799,2,,,,,,,
757,"COLUMBUS, OH",432,1,,,,,,,
757GA,"ZANESVILLE, OH",437,3,,,,,,,
757GB,"GROVE CITY, OH",431,2,,,,,,,
757GC,"MARION, OH",433,3,,,,,,,
757GD,"NEWARK, OH (CBOC)",430,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Abbreviations,,,,,,,,,,
CBOC  =  Community-Based Outpatient Clinic,,,,,,,,,,
CMC = Civilian Medical Center,,,,,,,,,,
DES= Disability Evaluation Service Clinic,,,,,,,,,,
MMU = Mobile Medical Unit,,,,,,,,,,
DOM  =  Independent Domiciliary,,,,,,,,,,
Fac #  =  VA Facility Number,,,,,,,,,,
IOC  =  Independent Outpatient Clinic,,,,,,,,,,
MOC  =  Mobile Outreach Clinic,,,,,,,,,,
PB  =  Provider-Based/Non-Provider-Based Designation,,,,,,,,,,
PBH  =  Provider-Based Hospital,,1,,,,,,,,
PBO  =  Provider-Based Outpatient Facility,,2,,,,,,,,
NPB  =  Non-Provider-Based Outpatient Facility,,3,,,,,,,,
SNF = Skilled Nursing Facility,,,,,,,,,,
ST  =  State,,,,,,,,,,
VAMC  =  VA Medical Center,,,,,,,,,,
VN  =  Veterans Integrated Service Network,,,,,,,,,,
ZIP 3  =  First three digits of ZIP Code,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
