Sta #,VA Facility Location,ZIP 3,PBN,,,,,,,
610A4,"FORT WAYNE VA MEDICAL CENTER, IN",468,1,,,,,,,
610GA,"SOUTH BEND VA CLINIC, IN",466,3,,,,,,,
610GB,"MUNCIE VA CLINIC, IN",473,2,,,,,,,
610GC,"GOSHEN VA CLINIC, IN",465,3,,,,,,,
610GD,"PERU VA CLINIC, IN",469,2,,,,,,,
610PB,"MARION, IN (PRRTP)",469,2,,,,,,,
610QA,"FORT WAYNE VA CLINIC, IN",468,2,,,,,,,
610QB,"COLUMBIA PLACE VA CLINIC, IN",466,3,,,,,,,
612,"MARTINEZ VA CLC, CA",945,1,,,,,,,
612A4,"SACRAMENTO VA MEDICAL CENTER, CA",956,1,,,,,,,
612B4,"REDDING VA CLINIC, CA",960,3,,,,,,,
612BY,"OAKLAND VA CLINIC, CA",946,2,,,,,,,
612CZ,"TRAVIS AFB, CA",945,2,,,,,,,
612GD,"FAIRFIELD VA CLINIC, CA",945,2,,,,,,,
612GE,"MARE ISLAND VA CLINIC, CA",945,2,,,,,,,
612GF,"MARTINEZ CBOC, CA ",945,2,,,,,,,
612GG,"CHICO VA CLINIC, CA",959,3,,,,,,,
612GH,"MCCLELLAN VA CLINIC, CA",956,2,,,,,,,
612GI,"YUBA CITY VA CLINIC, CA",959,3,,,,,,,
612GJ,"YREKA VA CLINIC, CA",960,3,,,,,,,
612MA,"MCCLELLAN PARK, CA (DES)",956,2,,,,,,,
612QA,"COHASSET VA CLINIC, CA",959,3,,,,,,,
612QB,"TWENTY FIRST STREET VA CLINIC, CA",946,3,,,,,,,
612QC,"CYPRESS AVENUE VA CLINIC, CA",960,3,,,,,,,
612QD,"HOWE ROAD VA CLINIC, CA",945,2,,,,,,,
613,"MARTINSBURG VA MEDICAL CENTER, WV",254,1,,,,,,,
613GA,"CUMBERLAND, MD",215,2,,,,,,,
613GB,"HAGERSTOWN VA CLINIC, MD",217,2,,,,,,,
613GC,"STEPHENS CITY VA CLINIC, VA",226,2,,,,,,,
613GD,"FRANKLIN VA CLINIC, WV",268,2,,,,,,,
613GE,"PETERSBURG VA CLINIC, WV",268,2,,,,,,,
613GF,"HARRISONBURG VA CLINIC, VA",228,2,,,,,,,
613GG,"FORT DETRICK VA CLINIC, MD",217,2,,,,,,,
614,"MEMPHIS VA MEDICAL CENTER, TN",381,1,,,,,,,
614GA,"TUPELO VA CLINIC, MS",388,2,,,,,,,
614GB,"JONESBORO VA CLINIC, AR",724,2,,,,,,,
614GC,"HOLLY SPRINGS VA CLINIC, MS",386,2,,,,,,,
614GD,"SAVANNAH VA CLINIC, TN",383,2,,,,,,,
614GE,"COVINGTON VA CLINIC, TN",381,2,,,,,,,
614GF,"NONCONNAH BOULEVARD VA CLINIC, TN",381,2,,,,,,,
614GG,"JACKSON VA CLINIC, TN",383,2,,,,,,,
614GI,"DYERSBURG VA CLINIC, TN",380,2,,,,,,,
614GN,"HELENA VA CLINIC, AR",723,2,,,,,,,
614MA,"MEMPHIS, TN (DES)",381,2,,,,,,,
614QA,"UNION AVENUE VA CLINIC, TN",381,2,,,,,,,
618,"MINNEAPOLIS VA MEDICAL CENTER, MN",554,1,,,,,,,
618BY,"TWIN PORTS VA CLINIC, WI",548,2,,,,,,,
618GA,"ST. JAMES VA CLINIC, MN",560,2,,,,,,,
618GB,"HIBBING VA CLINIC, MN",557,2,,,,,,,
618GD,"MAPLEWOOD VA CLINIC, MN",551,2,,,,,,,
618GE,"CHIPPEWA VALLEY VA CLINIC, WI",547,2,,,,,,,
618GG,"ROCHESTER VA CLINIC, MN",559,2,,,,,,,
618GH,"HAYWARD VA CLINIC, WI",548,2,,,,,,,
618GI,"NORTHWEST METRO VA CLINIC, MN",553,2,,,,,,,
618GJ,"SHAKOPEE VA CLINIC, MN",553,2,,,,,,,
618GK,"ALBERT LEA VA CLINIC, MN",560,2,,,,,,,
618GL,"MINNEAPOLIS VA CLINIC, MN",554,2,,,,,,,
618GM,"RICE LAKE VA CLINIC, WI",548,3,,,,,,,
618QA,"FORT SNELLING VA CLINIC, MN",551,2,,,,,,,
619,"MONTGOMERY VA MEDICAL CENTER, AL",361,1,,,,,,,
619A4,"CENTRAL ALABAMA VA-TUSKEGEE, AL",360,1,,,,,,,
619GA,"COLUMBUS VA CLINIC, GA",319,3,,,,,,,
619GB,"DOTHAN 1 VA CLINIC, AL",363,2,,,,,,,
619GD,"WIREGRASS VA CLINIC, AL",363,2,,,,,,,
619GE,"MONROE COUNTY VA CLINIC, AL",364,2,,,,,,,
619GF,"CENTRAL ALABAMA MONTGOMERY VA CLINIC, AL",361,2,,,,,,,
619MA,"MAXWELL AFB, AL (DES)",361,2,,,,,,,
619QA,"DOTHAN 2 VA CLINIC, AL",363,3,,,,,,,
619QB,"FORT BENNING VA CLINIC, GA",319,3,,,,,,,
620,"FRANKLIN D. ROOSEVELT HOSPITAL, NY",105,1,,,,,,,
620A4,"CASTLE POINT VA MEDICAL CENTER, NY",125,1,,,,,,,
620BU,"MONTROSE, NY (DOMICILIARY)",105,2,,,,,,,
620GA,"NEW CITY VA CLINIC, NY",109,2,,,,,,,
620GB,"CARMEL VA CLINIC, NY",105,2,,,,,,,
620GD,"GOSHEN VA CLINIC, NY",109,2,,,,,,,
620GE,"PORT JERVIS VA CLINIC, NY",127,3,,,,,,,
620GF,"MONTICELLO VA CLINIC, NY",127,3,,,,,,,
620GG,"POUGHKEEPSIE VA CLINIC, NY",126,2,,,,,,,
620GH,"EASTERN DUTCHESS VA CLINIC, NY",125,3,,,,,,,
620MA,"MONTROSE, NY (DES)",105,2,,,,,,,
620QA,"MONTROSE 1 VA MOBILE CLINIC, NY",105,2,,,,,,,
620QB,"MONTROSE 2 VA MOBILE CLINIC, NY",105,2,,,,,,,
620QC,"MONTROSE 3 VA MOBILE CLINIC, NY",105,2,,,,,,,
621,"JAMES H. QUILLEN VAMC, TN",376,1,,,,,,,
621BY,"WILLIAM C. TALLENT VA OPC, TN",379,2,,,,,,,
621GA,"ROGERSVILLE VA CLINIC, TN",378,2,,,,,,,
621GC,"NORTON VA CLINIC, VA",242,2,,,,,,,
621GG,"MORRISTOWN VA CLINIC, TN",378,2,,,,,,,
621GI,"SEVIERVILLE VA CLINIC, TN",378,2,,,,,,,
621GJ,"BRISTOL VA CLINIC, VA",242,2,,,,,,,
621GK,"CAMPBELL COUNTY VA CLINIC, TN",377,2,,,,,,,
621QA,"JONESVILLE VA CLINIC, VA",242,3,,,,,,,
621QB,"MARION VA CLINIC, VA",243,3,,,,,,,
621QC,"VANSANT VA CLINIC, VA",246,3,,,,,,,
621QD,"KNOX COUNTY VA CLINIC, TN",379,3,,,,,,,
623,"JACK C. MONTGOMERY VAMC, OK",744,1,,,,,,,
623BY,"TULSA, OK",741,2,,,,,,,
623GA,"HARTSHORNE VA CLINIC, OK ",745,2,,,,,,,
623GB,"VINITA VA CLINIC, OK",743,2,,,,,,,
623QA,"JACK C. MONTGOMERY EAST VA CLINIC, OK",744,2,,,,,,,
623QB,"TULSA ELEVENTH STREET VA CLINIC, OK",741,3,,,,,,,
626,"NASHVILLE VA MEDICAL CENTER, TN",372,1,,,,,,,
626A4,"ALVIN C. YORK VAMC, TN",371,1,,,,,,,
626BV,"MIDDLE TENNESSEE HCS - ALVIN C. YORK MHRRTP, TN",371,2,,,,,,,
626GA,"DOVER VA CLINIC, TN",370,2,,,,,,,
626GC,"BOWLING GREEN VA CLINIC, KY",421,2,,,,,,,
626GE,"CLARKSVILLE VA CLINIC, TN",370,2,,,,,,,
626GF,"CHATTANOOGA VA CLINIC, TN",374,3,,,,,,,
626GG,"TULLAHOMA VA CLINIC, TN",373,3,,,,,,,
626GH,"COOKEVILLE VA CLINIC, TN",385,2,,,,,,,
626GJ,"HOPKINSVILLE VA CLINIC, KY",422,2,,,,,,,
626GK,"MCMINNVILLE VA CLINIC, TN",371,3,,,,,,,
626GL,"ROANE COUNTY VA CLINIC, TN",377,3,,,,,,,
626GM,"MAURY COUNTY VA CLINIC, TN",384,2,,,,,,,
626GN,"ATHENS VA CLINIC, TN",373,2,,,,,,,
626GO,"INTERNATIONAL PLAZA VA CLINIC, TN",372,2,,,,,,,
626MA,"FORT CAMPBELL, KY (DES)",422,2,,,,,,,
626QA,"ALBION STREET VA CLINIC, TN",372,2,,,,,,,
626QB,"CHARLOTTE AVENUE VA CLINIC, TN",372,2,,,,,,,
626QC,"POINTE CENTRE VA CLINIC, TN",374,3,,,,,,,
626QD,"GLENIS DRIVE VA CLINIC, TN",371,2,,,,,,,
629,"NEW ORLEANS VA MEDICAL CENTER, LA",701,1,,,,,,,
629BY,"BATON ROUGE VA CLINIC, LA",708,2,,,,,,,
629GA,"HOUMA VA CLINIC, LA",703,2,,,,,,,
629GB,"HAMMOND VA CLINIC, LA",704,2,,,,,,,
629GC,"SLIDELL VA CLINIC, LA",704,2,,,,,,,
629GD,"ST. JOHN VA CLINIC, LA",700,2,,,,,,,
629GE,"FRANKLIN VA CLINIC, LA",705,2,,,,,,,
629GF,"BOGALUSA VA CLINIC, LA",704,2,,,,,,,
629MA,"NEW ORLEANS, LA (DES)",701,2,,,,,,,
629QA,"BATON ROUGE SOUTH VA CLINIC, LA",708,3,,,,,,,
630,"MANHATTAN VA MEDICAL CENTER, NY",100,1,,,,,,,
630A4,"BROOKLYN CAMPUS OF THE VA NY HARBOR HEALTH CARE SYSTEM, NY",112,1,,,,,,,
630A5,"SAINT ALBANS VA MEDICAL CENTER (CLC), NY",114,1,,,,,,,
630GA,"HARLEM VA CLINIC, NY",100,2,,,,,,,
630GB,"STATEN ISLAND COMM VA CLINIC, NY",103,2,,,,,,,
630QA,"NEW YORK HARBOR 1 VA MOBILE CLINIC, NY",114,2,,,,,,,
630QB,"NEW YORK HARBOR 2 VA MOBILE CLINIC, NY",114,2,,,,,,,
631,"EDWARD P. BOLAND VAMC, MA",010,1,,,,,,,
631BY,"SPRINGFIELD, MA (SOC)",011,2,,,,,,,
631GC,"PITTSFIELD, MA",012,2,,,,,,,
631GD,"GREENFIELD CBOC, MA ",013,2,,,,,,,
631GE,"WORCHESTER, MA",016,2,,,,,,,
631GF,"FITCHBURG, MA",014,2,,,,,,,
631MA,"LEEDS, MA (DES)",010,2,,,,,,,
631QA,"PLANTATION STREET VA CLINIC, MA",016,2,,,,,,,
631QB,"LAKE AVENUE VA CLINIC, MA",016,3,,,,,,,
632,"NORTHPORT VA MEDICAL CENTER, NY ",117,1,,,,,,,
632GA,"EAST MEADOW VA CLINIC, NY",115,2,,,,,,,
632HA,"VALLEY STREAM VA CLINIC, NY",115,2,,,,,,,
632HB,"RIVERHEAD, NY",119,2,,,,,,,
632HC,"BAY SHORE VA CLINIC, NY",117,2,,,,,,,
632HD,"PATCHOGUE, NY",117,2,,,,,,,
632QA,"NORTHPORT 1 VA MOBILE CLINIC, NY",117,2,,,,,,,
632QB,"NORTHPORT 2 VA MOBILE CLINIC, NY",117,2,,,,,,,
635,"OKLAHOMA CITY VAMC, OK",731,1,,,,,,,
635GA,"LAWTON/FORT SILL, OK",735,2,,,,,,,
635GB,"WICHITA FALLS, TX",763,2,,,,,,,
635GC,"BLACKWELL VA CLINIC, OK",746,2,,,,,,,
635GD,"ADA VA CLINIC, OK",748,2,,,,,,,
635GE,"STILLWATER VA CLINIC, OK",740,2,,,,,,,
635GF,"ALTUS VA CLINIC, OK",735,2,,,,,,,
635GG,"ENID VA CLINIC, OK",737,2,,,,,,,
635HB,"ARDMORE, OK",734,2,,,,,,,
635MA,"SHEPPARD AFB, TX (DES)",763,2,,,,,,,
635MB,"TINKER AFB, OK (DES)",731,2,,,,,,,
635MC,"VANCE AFB, OK (DES)",737,2,,,,,,,
635MD,"FORT SILL, OK (DES)",735,2,,,,,,,
635ME,"ALTUS AFB, OK (DES)",735,2,,,,,,,
635QA,"NORTH MAY VA CLINIC, OK",731,2,,,,,,,
635QB,"SOUTH OKLAHOMA CITY VA CLINIC, OK",731,2,,,,,,,
636,"OMAHA VA MEDICAL CENTER, NE",681,1,,,,,,,
6369AD,"DES MOINES VA CLC, IA",503,1,,,,,,,
636A4,"GRAND ISLAND VA MEDICAL CENTER, NE",688,1,,,,,,,
636A5,"LINCOLN VA CLINIC, NE",685,1,,,,,,,
636A6,"DES MOINES VA MEDICAL CENTER, IA",503,1,,,,,,,
636A8,"IOWA CITY VA MEDICAL CENTER, IA",522,1,,,,,,,
636GA,"NORFOLK VA CLINIC, NE",687,2,,,,,,,
636GB,"NORTH PLATTE VA CLINIC, NE",691,2,,,,,,,
636GC,"MASON CITY VA CLINIC, IA",504,2,,,,,,,
636GD,"MARSHALLTOWN VA CLINIC, IA",501,2,,,,,,,
636GF,"QUAD CITIES VA CLINIC, IA",527,2,,,,,,,
636GG,"QUINCY VA CLINIC, IL",623,2,,,,,,,
636GH,"WATERLOO VA CLINIC, IA",507,2,,,,,,,
636GI,"LANE A. EVANS VA CBOC, IL",614,2,,,,,,,
636GJ,"DUBUQUE VA CLINIC, IA",520,2,,,,,,,
636GK,"FORT DODGE VA CLINIC, IA",505,2,,,,,,,
636GL,"BELLEVUE VA CLINIC, NE",681,2,,,,,,,
636GM,"CARROLL VA CLINIC, IA",514,2,,,,,,,
636GN,"CEDAR RAPIDS VA CLINIC, IA",524,2,,,,,,,
636GP,"SHENANDOAH VA CLINIC, IA",516,2,,,,,,,
636GQ,"HOLDREGE VA CLINIC, NE",689,2,,,,,,,
636GR,"KNOXVILLE VA CLINIC, IA",501,2,,,,,,,
636GS,"OTTUMWA, IA",525,2,,,,,,,
636GT,"STERLING VA CLINIC, IL",610,2,,,,,,,
636GU,"DECORAH VA CLINIC, IA",521,2,,,,,,,
636GV,"O'NEILL VA CLINIC, NE",687,3,,,,,,,
636GW,"CORALVILLE VA CLINIC, IA",524,2,,,,,,,
636PC,"OMAHA, NE (PRRTP)",681,2,,,,,,,
636QA,"OMAHA VA CLINIC, NE",681,2,,,,,,,
636QB,"DES MOINES VA CLINIC, IA",503,2,,,,,,,
636QC,"LINN COUNTY VA CLINIC, IA",524,2,,,,,,,
636QD,"MACOMB VA CLINIC, IL",614,3,,,,,,,
636QE,"ROCK ISLAND 1 VA CLINIC, IL",612,3,,,,,,,
636QF,"ROCK ISLAND 2 VA CLINIC, IL",612,3,,,,,,,
636QG,"IOWA CITY VA MOBILE CLINIC, IA",522,2,,,,,,,
636QH,"DES MOINES VA MOBILE CLINIC, IA",503,2,,,,,,,
636QI,"DAVENPORT VA CLINIC, IA",528,3,,,,,,,
637,"CHARLES GEORGE VAMC, NC",288,1,,,,,,,
637GA,"FRANKLIN VA CLINIC, NC",287,2,,,,,,,
637GB,"RUTHERFORD COUNTY VA CLINIC, NC",281,2,,,,,,,
637GC,"HICKORY VA CLINIC, NC",286,2,,,,,,,
640,"PALO ALTO VA MEDICAL CENTER, CA",943,1,,,,,,,
640A0,"MENLO PARK DIVISION OF PALO ALTO HEALTH CARE SYSTEM, CA",940,1,,,,,,,
640A4,"PALO ALTO VAMC-LIVERMORE, CA",945,1,,,,,,,
640BU,"VA DOM MENLO PARK, CA",940,2,,,,,,,
640BV,"PALO ALTO VA DOMICILIARY, CA",943,2,,,,,,,
640BY,"SAN JOSE VA CLINIC, CA",951,2,,,,,,,
640GA,"CAPITOLA VA CLINIC, CA",950,2,,,,,,,
640GB,"SONORA VA CLINIC, CA",953,2,,,,,,,
640GC,"FREMONT VA CLINIC, CA",945,2,,,,,,,
640HA,"FRENCH CAMP, CA (STOCKTON)",952,2,,,,,,,
640HB,"MODESTO VA CLINIC, CA",953,2,,,,,,,
640HC,"MONTEREY VA CLINIC, CA",939,2,,,,,,,
640QA,"PALO ALTO 1 VA MOBILE CLINIC, CA",940,2,,,,,,,
640QB,"PALO ALTO 2 VA MOBILE CLINIC, CA",940,2,,,,,,,
642,"CORPORAL M. J. CRESCENZ VAMC, PA",191,1,,,,,,,
642BU,"VA DOM PHILADELPHIA, PA",191,2,,,,,,,
642GA,"BURLINGTON COUNTY VA CLINIC, NJ",080,2,,,,,,,
642GC,"VICTOR J. SARACINI VA OPC, PA",190,2,,,,,,,
642GD,"GLOUCESTER COUNTY VA CLINIC, NJ",080,2,,,,,,,
642GF,"CAMDEN VA CLINIC, NJ",081,2,,,,,,,
642QA,"CHESTNUT STREET VA CLINIC, PA",191,2,,,,,,,
642QB,"FOURTH STREET VA CLINIC, PA",191,2,,,,,,,
644,"CARL T. HAYDEN VAMC, AZ",850,1,,,,,,,
644BY,"SOUTHEAST VA CLINIC, AZ",852,2,,,,,,,
644GA,"SUN CITY, AZ",853,2,,,,,,,
644GB,"SHOW LOW VA CLINIC, AZ",859,2,,,,,,,
644GC,"SOUTHWEST VA CLINIC, AZ",853,3,,,,,,,
644GD,"PAYSON VA CLINIC, AZ",855,2,,,,,,,
644GE,"THUNDERBIRD VA CLINIC, AZ ",850,2,,,,,,,
644GF,"GLOBE VA CLINIC, AZ",855,2,,,,,,,
644GG,"NORTHEAST PHOENIX VA CLINIC, AZ",852,2,,,,,,,
644GH,"PHOENIX MIDTOWN VA CLINIC, AZ",850,2,,,,,,,
644MA,"LUKE AFB, AZ (DES)",853,2,,,,,,,
644PB,"PHOENIX, AZ (SARRTP)",850,2,,,,,,,
644QA,"PHOENIX VA CLINIC, AZ",850,2,,,,,,,
646,"PITTSBURGH VAMC UNIVERSITY DR., PA",152,1,,,,,,,
646A4,"H. JOHN HEINZ III VAMC, PA",152,1,,,,,,,
646GA,"BELMONT COUNTY VA CLINIC, OH",439,2,,,,,,,
646GB,"WESTMORELAND COUNTY VA CLINIC, PA",156,2,,,,,,,
646GC,"BEAVER COUNTY VA CLINIC,PA",150,2,,,,,,,
646GD,"WASHINGTON, PA",153,2,,,,,,,
646GE,"FAYETTE COUNTY VA CLINIC, PA",154,2,,,,,,,
646PA,"PITTSBURGH, PA (PRRTP)",152,2,,,,,,,
648,"PORTLAND VA MEDICAL CENTER, OR",972,1,,,,,,,
648A4,"VANCOUVER, WA",986,1,,,,,,,
648GA,"BEND, OR",977,2,,,,,,,
648GB,"SALEM VA CLINIC, OR",973,2,,,,,,,
648GD,"NORTH COAST VA CLINIC, OR",971,2,,,,,,,
648GE,"FAIRVIEW VA CLINIC, OR ",970,2,,,,,,,
648GF,"HILLSBORO VA CLINIC, OR",972,2,,,,,,,
648GG,"WEST LINN VA CLINIC, OR",970,2,,,,,,,
648GH,"NEWPORT VA CLINIC, OR",973,3,,,,,,,
648GI,"PORTLAND VA CLINIC, OR",972,2,,,,,,,
648GJ,"THE DALLES VA CLINIC, OR",970,3,,,,,,,
649,"BOB STUMP VAMC, AZ",863,1,,,,,,,
649GA,"KINGMAN VA CLINIC, AZ",864,2,,,,,,,
649GB,"FLAGSTAFF VA CLINIC, AZ",860,2,,,,,,,
649GC,"LAKE HAVASU CITY VA CLINIC, AZ",864,2,,,,,,,
649GD,"ANTHEM VA CLINIC, AZ",850,2,,,,,,,
649GE,"COTTONWOOD VA CLINIC, AZ",863,2,,,,,,,
649QA,"CHINLE VA CLINIC, AZ",865,3,,,,,,,
649QB,"HOLBROOK VA CLINIC, AZ",860,3,,,,,,,
649QC,"CHINLE VA MOBILE CLINIC, AZ",865,3,,,,,,,
649QD,"PAGE VA CLINIC, AZ",860,3,,,,,,,
649QE,"PRESCOTT VA CLINIC, AZ",863,3,,,,,,,
649QF,"TUBA CITY VA CLINIC, AZ",860,3,,,,,,,
649QG,"POLACCA VA CLINIC, AZ",860,3,,,,,,,
649QH,"KAYENTA VA CLINIC, AZ",860,3,,,,,,,
650,"PROVIDENCE VA MEDICAL CENTER, RI",029,1,,,,,,,
650GA,"NEW BEDFORD, MA",027,2,,,,,,,
650GB,"HYANNIS VA CLINIC, MA",026,2,,,,,,,
650GD,"MIDDLETOWN VA CLINIC, RI",028,2,,,,,,,
650MA,"PROVIDENCE, RI (DES)",029,2,,,,,,,
650QA,"EAGLE SQUARE VA CLINIC, RI",029,2,,,,,,,
652,"HUNTER HOLMES McGUIRE HOSPITAL, VA",232,1,,,,,,,
652GA,"FREDERICKSBURG VA CLINIC, VA",224,2,,,,,,,
652GB,"FREDERICKSBURG 2 VA CLINIC, VA",224,2,,,,,,,
652GE,"CHARLOTTESVILLE VA CLINIC, VA",229,2,,,,,,,
652GF,"EMPORIA VA CLINIC, VA",238,2,,,,,,,
652GG,"RICHMOND VA MOBILE CLINIC, VA",232,2,,,,,,,
652GH,"HUNTER HOLMES MCGUIRE 2 MOB CL, VA",232,2,,,,,,,
652MA,"RICHMOND, VA (DES)",232,2,,,,,,,
653,"ROSEBURG VA MEDICAL CENTER, OR",974,1,,,,,,,
653BY,"EUGENE VA CLINIC, OR",974,2,,,,,,,
653GA,"NORTH BEND VA CLINIC, OR",974,2,,,,,,,
653GB,"BROOKINGS VA CLINIC, OR",974,2,,,,,,,
654,"IOANNIS A. LOUGARIS VAMC, NV",895,1,,,,,,,
6549AA,"VANC RENO, NV",895,1,,,,,,,
654GA,"SIERRA FOOTHILLS VA CLINIC, CA",956,2,,,,,,,
654GB,"CARSON VALLEY VA CLINIC, NV",894,2,,,,,,,
654GC,"LAHONTAN VALLEY VA CLINIC, NV",894,2,,,,,,,
654GD,"DIAMOND VIEW VA CLINIC, CA",961,2,,,,,,,
654GE,"RENO EAST VA CLINIC, NV",895,2,,,,,,,
654QA,"KIETZKE VA CLINIC, NV",895,2,,,,,,,
654QB,"CAPITOL HILL VA CLINIC, NV",895,2,,,,,,,
654QC,"WINNEMUCCA VA CLINIC, NV",894,3,,,,,,,
654QD,"VIRGINIA STREET VA CLINIC, NV",895,2,,,,,,,
655,"ALEDA E. LUTZ VAMC, MI",486,1,,,,,,,
655GA,"GAYLORD, MI",497,2,,,,,,,
655GB,"TRAVERSE CITY VA CLINIC, MI",496,2,,,,,,,
655GC,"OSCODA VA CLINIC, MI",487,2,,,,,,,
655GD,"LT. COL CLEMENT VAN WAGONER VA, MI",497,2,,,,,,,
655GE,"CLARE VA CLINIC, MI",486,2,,,,,,,
655GF,"BAD AXE VA CLINIC, MI",484,2,,,,,,,
655GG,"CADILLAC VA CLINIC, MI",496,2,,,,,,,
655GH,"CHEBOYGAN COUNTY VA CLINIC, MI",497,2,,,,,,,
655GI,"GRAYLING VA CLINIC, MI",497,2,,,,,,,
655QA,"SAGINAW VA CLINIC, MI",486,2,,,,,,,
655QB,"GRAND TRAVERSE VA CLINIC, MI",496,2,,,,,,,
656,"ST. CLOUD VA MEDICAL CENTER, MN",563,1,,,,,,,
656GA,"BRAINERD VA CLINIC, MN",564,2,,,,,,,
656GB,"MONTEVIDEO VA CLINIC, MN",562,2,,,,,,,
656GC,"MAX J. BEILKE VA OPC, MN",563,2,,,,,,,
656QA,"ST.CLOUD VA MOBILE CLINIC, MN",563,2,,,,,,,
657,"JOHN J. COCHRAN VAMC, MO ",631,1,,,,,,,
657A0,"SAINT LOUIS, MO (JEFFERSON BARRACKS)",631,1,,,,,,,
657A4,"JOHN J. PERSHING VAMC, MO",639,1,,,,,,,
657A5,"MARION VA MEDICAL CENTER, IL",629,1,,,,,,,
657DP,"MARION, IL (NON-VA HOSPITALS)",629,1,,,,,,,
657DS,"ST. LOUIS, IL (NON-VA HOSPITALS)",631,1,,,,,,,
657GA,"BELLEVILLE VA CLINIC, IL",622,2,,,,,,,
657GB,"ST. LOUIS COUNTY VA CLINIC, MO ",631,2,,,,,,,
657GD,"ST. CHARLES VA CLINIC, MO",633,2,,,,,,,
657GF,"WEST PLAINS VA CLINIC, MO",657,2,,,,,,,
657GG,"PARAGOULD VA CLINIC, AR",724,2,,,,,,,
657GH,"CAPE GIRARDEAU VA CLINIC, MO",637,2,,,,,,,
657GI,"FARMINGTON VA CLINIC, MO",636,2,,,,,,,
657GJ,"EVANSVILLE VA CLINIC, IN",477,2,,,,,,,
657GK,"MOUNT VERNON, IL",628,2,,,,,,,
657GL,"PADUCAH VA CLINIC, KY",420,2,,,,,,,
657GM,"EFFINGHAM VA CLINIC, IL",624,2,,,,,,,
657GN,"SALEM VA CLINIC, MO",655,2,,,,,,,
657GO,"HANSON VA CLINIC, KY",424,2,,,,,,,
657GP,"OWENSBORO VA CLINIC, KY",423,2,,,,,,,
657GQ,"VINCENNES VA CLINIC, IN",475,2,,,,,,,
657GR,"MAYFIELD VA CLINIC, KY",420,2,,,,,,,
657GS,"WASHINGTON VA CLINIC, MO",630,2,,,,,,,
657GT,"CARBONDALE, IL",629,2,,,,,,,
657GU,"HARRISBURG VA CLINIC, IL",629,2,,,,,,,
657GV,"SIKESTON VA CLINIC, MO",638,2,,,,,,,
657GW,"POCAHONTAS VA CLINIC, AR",724,3,,,,,,,
657GX,"ST. LOUIS VA CLINIC, MO",631,2,,,,,,,
657GY,"MANCHESTER VA CLINIC, MO",631,2,,,,,,,
657MA,"SCOTT AFB, IL (DES)",622,2,,,,,,,
657PC,"MARION, IL (PRRTP)",629,2,,,,,,,
657PD,"ST. LOUIS, MO (SARRTP)",631,2,,,,,,,
657QA,"OLIVE STREET VA CLINIC, MO",631,2,,,,,,,
657QB,"WASHINGTON BOULEVARD VA CLINIC, MO",631,2,,,,,,,
657QC,"ENTERPRISE WAY VA CLINIC, IL",629,2,,,,,,,
657QD,"HEARTLAND STREET VA CLINIC, IL",629,2,,,,,,,
657QE,"SCOTT AFB VA CLINIC, IL",622,2,,,,,,,
658,"SALEM VA MEDICAL CENTER, VA",241,1,,,,,,,
658GA,"TAZEWELL VA CLINIC, VA",246,2,,,,,,,
658GB,"DANVILLE VA CLINIC, VA",245,2,,,,,,,
658GC,"LYNCHBURG VA CLINIC, VA",245,2,,,,,,,
658GD,"STAUNTON, VA",244,2,,,,,,,
658GE,"WYTHEVILLE VA CLINIC, VA",243,2,,,,,,,
659,"W.G. HEFNER SALISBURY VAMC, NC",281,1,,,,,,,
659BY,"KERNERSVILLE VA CLINIC, NC",272,2,,,,,,,
659BZ,"SOUTH CHARLOTTE VA CLINIC, NC",282,2,,,,,,,
659GA,"NORTH CHARLOTTE VA CLINIC, NC",282,2,,,,,,,
660,"GEORGE E. WAHLEN VAMC, UT",841,1,,,,,,,
660GA,"POCATELLO, ID",832,2,,,,,,,
660GB,"OGDEN VA CLINIC, UT",844,2,,,,,,,
660GC,"ELY VA CLINIC, NV",893,3,,,,,,,
660GD,"ROOSEVELT VA CLINIC, UT",840,2,,,,,,,
660GE,"OREM VA CLINIC, UT",840,2,,,,,,,
660GG,"ST. GEORGE VA CLINIC, UT",847,2,,,,,,,
660GJ,"WESTERN SALT LAKE VA CLINIC, UT",841,2,,,,,,,
660GK,"ELKO VA CLINIC, NV",898,2,,,,,,,
660MA,"HILL AFB, UT (DES)",840,2,,,,,,,
660QA,"IDAHO FALLS VA CLINIC, ID",834,3,,,,,,,
660QB,"PRICE VA CLINIC, UT",845,3,,,,,,,
662,"SAN FRANCISCO VAMC, CA",941,1,,,,,,,
662GA,"SANTA ROSA, CA",954,2,,,,,,,
662GC,"EUREKA VA CLINIC, CA",955,2,,,,,,,
662GD,"UKIAH VA CLINIC, CA",954,2,,,,,,,
662GE,"SAN BRUNO CBOC, CA ",940,2,,,,,,,
662GF,"SAN FRANCISCO VA CLINIC , CA",941,2,,,,,,,
662GG,"CLEARLAKE VA CLINIC, CA",954,2,,,,,,,
663,"SEATTLE VA MEDICAL CENTER, WA",981,1,,,,,,,
663A4,"VA PUGET SOUND HEALTH CARE SYSTEM-AMERICAN LAKE DIV., WA",984,1,,,,,,,
663GA,"BELLEVUE VA CLINIC, WA",981,2,,,,,,,
663GB,"BREMERTON VA CLINIC, WA",983,2,,,,,,,
663GC,"MOUNT VERNON VA CLINIC, WA",982,2,,,,,,,
663GD,"SOUTH SOUND VA CLINIC, WA",985,2,,,,,,,
