Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals,VDL ID
,,,351.91,CLAIMSMANAGER STATUS,,
,,,352.1,BILLABLE APPOINTMENT TYPE,,
,,,352.2,NON-BILLABLE DISPOSITIONS,,
,,,352.3,NON-BILLABLE CLINIC STOP CODES,,
,,,352.4,NON-BILLABLE CLINICS,,
,,,352.5,IB CLINIC STOP CODE BILLABLE TYPES,,
,,,353,BILL FORM TYPE,,
,,,353.1,PLACE OF SERVICE,,
,,,353.2,TYPE OF SERVICE,,
,,,353.3,IB ATTACHMENT REPORT TYPE,,
,,,353.4,TRANSPORT REASON CODE,,
,,,353.5,AMBULANCE CONDITION INDICATORS,,
,,,354,BILLING PATIENT,,
,,,354.1,BILLING EXEMPTIONS,,
,,,354.2,EXEMPTION REASON,,
,,,354.3,BILLING THRESHOLDS,,
,,,354.4,BILLING ALERTS,,
,,,354.5,BILLING ALERT DEFINITION,,
,,,354.6,IB FORM LETTER,,
,,,354.7,IB PATIENT COPAY ACCOUNT,,
,,,354.71,IB COPAY TRANSACTIONS,,
,,,354.75,IB COPAY CAPS,,
,,,355.1,TYPE OF PLAN,,
,,,355.12,SOURCE OF INFORMATION,,
,,,355.13,INSURANCE FILING TIME FRAME,,
,,,355.2,TYPE OF INSURANCE COVERAGE,,
,,,355.3,GROUP INSURANCE PLAN,,
,,,355.31,PLAN LIMITATION CATEGORY,,
,,,355.32,PLAN COVERAGE LIMITATIONS,,
,,,355.33,INSURANCE BUFFER,,
,,,355.34,INSURANCE REMOTE QUERY RESULTS,,
,,,355.35,HMS EXTRACT FILE STATUS,,
,,,355.351,HMS RESULT FILE STATUS,,
,,,355.4,ANNUAL BENEFITS,,
,,,355.5,INSURANCE CLAIMS YEAR TO DATE,,
,,,355.6,INSURANCE RIDERS,,
,,,355.7,PERSONAL POLICY,,
,,,355.8,SPONSOR,,
,,,355.81,SPONSOR RELATIONSHIP,,
,,,355.82,SPONSOR PERSON,,
,,,355.9,IB BILLING PRACTITIONER ID,,
,,,355.91,IB INSURANCE CO LEVEL BILLING PROV ID,,
,,,355.92,FACILITY BILLING ID,,
,,,355.93,IB NON/OTHER VA BILLING PROVIDER,,
,,,355.95,IB PROVIDER ID CARE UNIT,,
,,,355.96,IB INS CO PROVIDER ID CARE UNIT,,
,,,355.97,IB PROVIDER ID # TYPE,,
,,,356,CLAIMS TRACKING,,
,,,356.1,HOSPITAL REVIEW,,
,,,356.11,CLAIMS TRACKING REVIEW TYPE,,
,,,356.19,CLAIMS TRACKING UNBILLED AMOUNTS DATA,,
,,,356.2,INSURANCE REVIEW,,
,,,356.21,CLAIMS TRACKING DENIAL REASONS,,
,,,356.25,CLAIMS TRACKING ROI,,
,,,356.3,CLAIMS TRACKING SI/IS CATEGORIES,,
,,,356.399,CLAIMS TRACKING/BILL,,
,,,356.4,CLAIMS TRACKING NON-ACUTE CLASSIFICATIONS,,
,,,356.5,CLAIMS TRACKING ALOS,,
,,,356.6,CLAIMS TRACKING TYPE,,
,,,356.7,CLAIMS TRACKING ACTION,,
,,,356.8,CLAIMS TRACKING NON-BILLABLE REASONS,,
,,,356.85,CLAIMS TRACKING BILLABLE FINDINGS,,
,,,356.9,INPATIENT DIAGNOSIS,,
,,,356.91,INPATIENT PROCEDURE,,
,,,356.93,INPATIENT INTERIM DRG,,
,,,356.94,INPATIENT PROVIDERS,,
,,,361,BILL STATUS MESSAGE,,
,,,361.1,EXPLANATION OF BENEFITS,,
,,,361.2,IB ELECTRONIC REPORT DISPOSITION,,
,,,361.3,IB MESSAGE SCREEN TEXT,,
,,,361.4,EDI TEST CLAIM STATUS MESSAGE,,
,,,362.1,IB AUTOMATED BILLING COMMENTS,,
,,,362.3,IB BILL/CLAIMS DIAGNOSIS,,
,,,362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,,
,,,362.5,IB BILL/CLAIMS PROSTHETICS,,
,,,363,RATE SCHEDULE,,
,,,363.1,CHARGE SET,,
,,,363.2,CHARGE ITEM,,
,,,363.21,BILLING ITEMS,,
,,,363.3,BILLING RATE,,
,,,363.31,BILLING REGION,,
,,,363.32,BILLING SPECIAL GROUPS,,
,,,363.33,BILLING REVENUE CODE LINKS,,
,,,363.34,BILLING PROVIDER DISCOUNT,,
,,,364,EDI TRANSMIT BILL,,
,,,364.1,EDI TRANSMISSION BATCH,,
,,,364.2,EDI MESSAGES,,
,,,364.3,IB MESSAGE ROUTER,,
,,,364.4,IB EDI TRANSMISSION RULE,,
,,,364.5,IB DATA ELEMENT DEFINITION,,
,,,364.6,IB FORM SKELETON DEFINITION,,
,,,364.7,IB FORM FIELD CONTENT,,
,,,365,IIV RESPONSE,,
,,,365.011,X12 271 ELIGIBILITY/BENEFIT,,
,,,365.012,X12 271 COVERAGE LEVEL,,
,,,365.013,X12 271 SERVICE TYPE,,
,,,365.014,X12 271 INSURANCE TYPE,,
,,,365.015,X12 271 TIME PERIOD QUALIFIER,,
,,,365.016,X12 271 QUANTITY QUALIFIER,,
,,,365.017,X12 271 ERROR CONDITION,,
,,,365.018,X12 271 ERROR ACTION,,
,,,365.021,X12 271 CONTACT QUALIFIER,,
,,,365.022,X12 271 ENTITY IDENTIFIER CODE,,
,,,365.023,X12 271 IDENTIFICATION QUALIFIER,,
,,,365.024,X12 271 PROVIDER CODE,,
,,,365.025,X12 271 DELIVERY FREQUENCY CODE,,
,,,365.026,X12 271 DATE QUALIFIER,,
,,,365.027,X12 271 LOOP ID,,
,,,365.028,X12 271 REFERENCE IDENTIFICATION,,
,,,365.1,IIV TRANSMISSION QUEUE,,
,,,365.11,IIV AUTO MATCH,,
,,,365.12,PAYER,,
,,,365.13,PAYER APPLICATION,,
,,,365.14,IIV TRANSMISSION STATUS,,
,,,365.15,IIV STATUS TABLE,,
,,,366.01,NCPDP PROCESSOR,,
,,,366.02,PHARMACY BENEFITS MANAGER (PBM),,
,,,366.03,PLAN,,
,,,366.11,NCPDP PROCESSOR APPLICATION,,
,,,366.12,PHARMACY BENEFITS MANAGER (PBM) APPLICATION,,
,,,366.13,PLAN APPLICATION,,
,,,366.14,IB NCPDP EVENT LOG,,
,,,366.15,IB NCPDP PRESCRIPTION,,
,,,366.16,IB NDC NON COVERED BY PLAN,,
,,,372,PFSS SITE PARAMETERS,,
,,,373,PFSS CHARGE CACHE,,
,,,375,PFSS ACCOUNT,,
,,,399,BILL/CLAIMS,,
,,,399.1,MCCR UTILITY,,
,,,399.2,REVENUE CODE,,
,,,399.3,RATE TYPE,,
,,,399.4,MCCR INCONSISTENT DATA ELEMENTS,,
,,,399.5,BILLING RATES,,
INTEGRATED HOME TELEHEALTH,Integrated Home Telehealth,WEBI,,,,154
INTEGRATED PATIENT FUNDS,Integrated Patient Fund,PRPF,470,PATIENT FUNDS,,46
,,!PRCA,470.1,PATIENT FUNDS MASTER TRANSACTION,,
,,!PRY,470.2,PATIENT FUNDS FORMS,,
,,!PRC,470.3,PATIENT FUNDS TRANSACTION COUNTER,,
,,!PRX,470.4,PATIENT FUNDS CONVERSION DISCREPANCY,,
,,!PRQS,470.5,PATIENT FUNDS TEMPORARY TRANSACTION,,
,,,470.6,PATIENT FUNDS REMARKS CODE,,
,,,470.9,PATIENT FUNDS ARCHIVE HISTORY,,
INTERIM MANAGEMENT SUPPORT,Interim Management Support,ECT,730,NATIONAL SERVICE,,
,,,731,VAMC MANAGEMENT,,
,,,731.5,VAMC PLANNED EQUIPMENT,, 
,,,731.7,VAMC STAFFING,,
KERNEL,Kernel,XU,3.05,FAILED ACCESS ATTEMPTS LOG,HOLIDAY,10
,,A4A7,3.07,PROGRAMMER MODE LOG,,
,,USC,3.075,ERROR LOG,,
,,XG,3.076,ERROR MESSAGES,,
,,XIP,3.077,ERROR TRAP SUMMARY,,
,,XLF,3.081,SIGN-ON LOG,,
,,XNOA,3.083,LOCKED IP or DEVICE,,
,,XPD,3.084,FAILED SIGNON ATTEMPTS,,
,,XQ,3.1,TITLE,,
,,XVIR,3.2,TERMINAL TYPE,,
,,ZI,3.22,DA RETURN CODES,,
,,ZOSF,3.23,LINE/PORT ADDRESS,,
,,ZOSV,3.4,COMMUNICATIONS PROTOCOL,,
,,ZT,3.5,DEVICE,,
,,ZU,3.51,SPOOL DOCUMENT,,
,,%Z,3.519,SPOOL DATA,,
,,,3.52,PRINT QUEUE JOB,,
,,!XQAB,3.54,RESOURCE,,
,,!XUC,4,INSTITUTION,,
,,!XUR,4.001,MASTER FILE PARAMETERS,,
,,!ZIN,4.005,MD5 Signature,,
,,!ZTED,4.009,STANDARD TERMINOLOGY VERSION FILE,,
,,,4.05,INSTITUTION ASSOCIATION TYPES,,
,,,4.1,FACILITY TYPE,,
,,,4.11,AGENCY,,
,,,5,STATE,,
,,,5.12,POSTAL CODE,,
,,,5.13,COUNTY CODE,,
,,,7,PROVIDER CLASS,,
,,,7.1,SPECIALITY,,
,,,9.2,HELP FRAME,,
,,,9.4,PACKAGE,,
,,,9.6,BUILD,,
,,,9.7,INSTALL,,
,,,9.8,ROUTINE,,
,,,14.4,TASKS,,
,,,14.5,VOLUME SET,,
,,,14.6,UCI ASSOCIATION,,
,,,14.7,TASKMAN SITE PARAMETERS,,
,,,14.71,TASKMAN MONITOR,,
,,,14.72,TASKMAN SNAPSHOT,,
,,,14.8,TASK SYNC FLAG,,
,,,19,OPTION,,
,,,19.081,AUDIT LOG FOR OPTIONS,,
,,,19.1,SECURITY KEY,,
,,,19.2,OPTION SCHEDULING,,
,,,19.8,MENUMAN QUICK HELP,,
,,,20,NAME COMPONENTS,,
,,,40.5,HOLIDAY,,
,,,49,SERVICE/SECTION,,
,,,101,PROTOCOL,,
,,,200,NEW PERSON,,
,,,201,USER CLASS,,
,,,8932.1,PERSON CLASS,,
,,,8932.2,PROGRAM OF STUDY,,
,,,8935.91,XHD PARAMETER CATEGORY,,
,,,8980.2,PKI Digital Signatures,,
,,,8980.22,PKI CRL URLS,,
,,,8989.2,KERNEL PARAMETERS,,
,,,8989.3,KERNEL SYSTEM PARAMETERS,,
,,,8991.5,XQAB ERRORS LOGGED,,
,,,8992,ALERT,,
,,,8992.1,ALERT TRACKING,,
,,,8992.2,ALERT RECIPIENT TYPE,,
,,,8992.3,ALERT CRITICAL TEXT,,
,,,8994.5,REMOTE APPLICATION,,
LAB SERVICE,Lab Service,LR,60,LABORATORY TEST,,71
,,LS,61,TOPOGRAPHY FIELD,,
,,,61.1,MORPHOLOGY FIELD,,
,,,61.2,ETIOLOGY FIELD,,
,,,61.3,FUNCTION FIELD,,
,,,61.38,MICRO INSTRUMENT SET-UP,,
,,,61.4,DISEASE FIELD,,
,,,61.5,PROCEDURE FIELD,,
,,,61.6,OCCUPATION FIELD,,
,,,62,COLLECTION SAMPLE,,
,,,62.05,URGENCY,,
,,,62.06,ANTIMICROBIAL SUSCEPTIBILITY,,
,,,62.07,EXECUTE CODE,,
,,,62.1,DELTA CHECKS,,
,,,62.2,LAB SECTION,,
,,,62.3,LAB CONTROL NAME,,
,,,62.4,AUTO INSTRUMENT,,
,,,62.47,LAB CODE MAPPING,,
,,,62.5,LAB DESCRIPTIONS,,
,,,62.55,AGGLUTINATION STRENGTH,,
,,,62.6,ACCESSION TEST GROUP,,
,,,63,LAB DATA,,
,,,63.9999,ARCHIVED LR DATA,,
,,,64,WKLD CODE,,
,,,64.03,WKLD LOG FILE,,
,,,64.036,LAB DSS LAR EXTRACT,,
,,,64.05,NON WKLD PROCEDURES,,
,,,64.061,LAB ELECTRONIC CODES,,
,,,64.062,LAB ELECTRONIC SUBTYPES,,
,,,64.1,WKLD DATA,,
,,,64.19999,ARCHIVED WKLD DATA,,
,,,64.2,WKLD SUFFIX CODES,,
,,,64.21,WKLD CODE LAB SECT,,
,,,64.22,WKLD ITEM FOR COUNT,,
,,,64.3,WKLD INSTRUMENT MANUFACTURER,,
,,,64.5,LAB REPORTS,,
,,,64.6,INTERIM REPORTS,,
,,,64.7,CUMULATIVE,,
,,,64.81,LAB NLT/CPT CODES,,
,,,65,BLOOD INVENTORY,,
,,,65.4,BLOOD BANK UTILITY,,
,,,65.5,BLOOD DONOR,,
,,,65.9,LAB LETTER,,
,,,66,BLOOD PRODUCT,,
,,,66.2,BLOOD BANK VALIDATION,,
,,,66.5,OPERATION (MSBOS),,
,,,66.9,BLOOD COMPONENT REQUEST,,
,,,67,REFERRAL PATIENT,,
,,,67.1,RESEARCH,,
,,,67.2,STERILIZER,,
,,,67.3,ENVIRONMENTAL,,
,,,67.4,NON PATIENT WORKLOAD,,
,,,67.9,LAB MONTHLY WORKLOADS,,
,,,67.99999,ARCHIVED LAB MONTHLY WORKLOADS,,
,,,68,ACCESSION,,
,,,68.2,LOAD/WORK LIST,,
,,,68.4,WORKLIST HEADINGS,,
,,,69,LAB ORDER ENTRY,,
,,,69.1,COLLECTION LIST,,
,,,69.2,LAB SECTION PRINT,,
,,,69.4,LAB SEARCH/EXTRACT PROTOCOL,,
,,,69.5,LAB SEARCH/EXTRACT,,
,,,69.51,LREPI REMINDER LINK,,
,,,69.6,LAB PENDING ORDERS ENTRY,,
,,,69.86,HOWDY SITE FILE,,
,,,69.87,HOWDY SPECIMEN TIMES BY UID,,
,,,69.9,LABORATORY SITE,,
,,,69.91,LR ROUTINE INTEGRITY CHECKER,,
,,,95,LAB JOURNAL,,
,,,95.11,LAB ARCHIVAL ACTIVITY,,
,,,95.3,LAB LOINC,,
,,,95.31,LAB LOINC COMPONENT,,
,,,95.4,LAB MAPPING TRANSPORT,,
,,,6000,VBECS SITE PARAMETERS,,
,,,6001,VBECS DATA INTEGRITY/CONVERSION STATISTICS,,
LEXICON UTILITY,Lexicon Utility,LEX,757,MAJOR CONCEPT MAP,,76
,,GMPT,757.001,CONCEPT USAGE,,
,,,757.01,EXPRESSIONS,,
,,,757.011,EXPRESSION TYPE,,
,,,757.014,EXPRESSION FORM,,
,,,757.02,CODES,,
,,,757.03,CODING SYSTEMS,,
,,,757.04,EXCLUDED WORDS,,
,,,757.05,REPLACEMENT WORDS,,
,,,757.06,UNRESOLVED NARRATIVES,,
,,,757.1,SEMANTIC MAP,,
,,,757.11,SEMANTIC CLASS,,
,,,757.12,SEMANTIC TYPE,,
,,,757.13,SOURCE CATEGORY,,
,,,757.14,SOURCE,,
,,,757.2,SUBSET DEFINITIONS,,
,,,757.21,SUBSETS,,
,,,757.3,LOOK-UP SCREENS,,
,,,757.31,DISPLAYS,,
,,,757.32,MAPPING DEFINITIONS,,
,,,757.33,MAPPINGS,,
,,,757.4,SHORTCUTS,,
,,,757.41,SHORTCUT CONTEXT,,
LIBRARY,Library,LBR,680,LOCAL SERIALS,,47
,,LBRS,680.1,PUBLISHER,,
,,,680.2,FREQUENCY,,
,,,680.3,SUBJECT,,
,,,680.4,NAME,,
,,,680.5,TITLE AUTHORITY,,
,,,680.6,LIBRARY PARAMETERS,,
,,,680.7,LBRY ITEM PLACEMENT LOCATION,,
,,,680.8,INDEXING SOURCES,,
,,,680.9,PREDICTION PATTERN,,
,,,681,LBRY DISPOSITION,,
,,,681.1,COUNTRY OF PUBLICATION,,
,,,682,LBRY ISSUE,,
,,,682.1,LIBRARY TRANSACTIONS,,
LIST MANAGER,List Manager,VALM,409.61,LIST TEMPLATE,,14
M XML PARSER,M XML Parser,MXML,,,,137
MAILMAN,MailMan,XM,3.6,BULLETIN,,15
,,,3.7,MAILBOX,,
,,,3.73,MESSAGES TO BE NEW AT A LATER DATE,,
,,,3.8,MAIL GROUP,,
,,,3.816,DISTRIBUTION LIST,,
,,,3.9,MESSAGE,,
,,,4.2,DOMAIN,,
,,,4.281,INTER-UCI TRANSFER,,
,,,4.2995,MAILMAN OUTSTANDING FTP TRANSACTIONS,,
,,,4.2996,INTERNET SUFFIX,,
,,,4.2997,REMOTE USER DIRECTORY,,
,,,4.2998,MESSAGE DELIVERY STATS,,
,,,4.2999,MESSAGE STATISTICS,,
,,,4.3,MAILMAN SITE PARAMETERS,,
,,,4.4,MAILMAN TIME ZONE,,
,,,4.5,NETWORK TRANSACTION,,
,,,4.501,NETWORK SENDERS REJECTED,,
,,,4.6,TRANSMISSION SCRIPT,,
MASTER PATIENT INDEX VISTA,Master Patient Index VistA,MPIF,984.1,MASTER PATIENT INDEX (LOCAL NUMBERS),,16
,,,984.5,MPI CHECKDIGIT,,
,,,984.8,MPI ICN BUILD MANAGEMENT,,
,,,984.9,MPIF CMOR REQUEST,,
MCCR NATIONAL DATABASE - FIELD,MCCR National Database - Field,PRQS,,,,
MEDICATION ORDER CHECK HEALTHCARE APPLICATION,Medication Order Check Healthcare Application,PREM,,,201
MEDICINE,Medicine,MC,690,MEDICAL PATIENT,,77
,,,690.1,MEDICINE PACKAGE PARAMETERS,,
,,,690.2,MEDICINE VIEW,,
,,,690.5,ASTM,,
,,,690.7,Instrument HL7 Coding,,
,,,690.97,MCQ POLLING,,
,,,690.99,*NEW PERSON CONVERSION,,
,,,691,ECHO,,
,,,691.1,CARDIAC CATHETERIZATION,,
,,,691.5,ELECTROCARDIOGRAM (EKG),,
,,,691.6,HOLTER,,
,,,691.7,EXERCISE TOLERANCE TEST,,
,,,691.8,ELECTROPHYSIOLOGY (EP),,
,,,691.9,ATRIAL STUDY,,
,,,692,VENTRICULAR STUDY,,
,,,693,MEDICAL DESCRIPTION,,
,,,693.2,INTERPRETATION,,
,,,693.3,ECG INTERPRETATION,,
,,,693.5,RECORDING SITE,,
,,,693.6,EP INTERVENTION,,
,,,694,HEMATOLOGY,,
,,,694.1,INDICATION,,
,,,694.5,CARDIAC SURGERY RISK ASSESSMENT,,
,,,694.8,PROCEDURE TERM,,
,,,695,MEDICATION,,
,,,695.1,REGIONAL WALL MOTION,,
,,,695.3,CATH PROCEDURE,,
,,,695.4,PAST HISTORY AND RISK FACTOR,,
,,,695.5,SYMPTOM,,
,,,695.6,HEART CATHETER,,
,,,695.8,REASON (MEDICINE),,
,,,695.9,NORMALITY OF CORONARY VESSEL,,
,,,696,SEGMENT OF CORONARY ARTERIES,,
,,,696.1,PERCENTAGE LESION,,
,,,696.2,LESION MORPHOLOGY,,
,,,696.3,MORPHOLOGY OF DISTAL VESSEL,,
,,,696.4,BYPASS GRAFT SEGMENT,,
,,,696.5,LEFT VENTRICULOGRAPHY,,
,,,696.7,MITRAL REGURG ON LV GRAM,,
,,,696.9,COMPLICATION,,
,,,697,ANATOMY,,
,,,697.1,REFERRING PHYSICIAN/AGENCY,,
,,,697.2,PROCEDURE/SUBSPECIALTY,,
,,,697.3,MEDICINE SCREEN (USER),,
,,,697.5,MEDICAL DIAGNOSIS/ICD CODES,,
,,,698,GENERATOR IMPLANT,,
,,,698.1,V LEAD IMPLANT,,
,,,698.2,A LEAD IMPLANT,,
,,,698.3,PACEMAKER SURVEILLANCE,,
,,,698.4,PACEMAKER EQUIPMENT,,
,,,698.6,PACEMAKER MANUFACTURER,,
,,,698.9,NON-MAGNET ECG RHYTHM,,
,,,699,ENDOSCOPY/CONSULT,,
,,,699.48,INSTRUMENT,,
,,,699.5,GENERALIZED PROCEDURE/CONSULT,,
,,,699.55,GROSS,,
,,,699.57,MODIFIER,,
,,,699.6,DIAG/THERAP INTERVENT,,
,,,699.7,ENDOSCOPIC DEVICE,,
,,,699.81,RESULTS,,
,,,699.82,CONSULTATION TYPE,,
,,,699.83,LOCATION OF PAIN/PNEUMONIAS,,
,,,699.84,DISEASE EVALUATION,,
,,,699.85,FOLLOWUP DEVICE/THERAPY,,
,,,699.86,SURVEILLANCE,,
,,,699.88,NON-ENDOSCOPIC PROCEDURE,,
,,,700,PULMONARY FUNCTION TESTS,,
,,,700.1,PFT PREDICTED VALUES,,
,,,700.2,PFT FORMULA,,
,,,700.5,MEDICINE AUTO INSTRUMENT INTERFACE SUMMARY,,
,,,701,RHEUMATOLOGY,,
MENTAL HEALTH,Mental Health,YS,90,MEDICAL RECORD,MR,78
,,RUCL,99,PT. TEXT,PTX,
,,YI,600.7,CRISIS NOTE DISPLAY,,
,,YT,601,MH INSTRUMENT,,
,,,601.2,PSYCH INSTRUMENT PATIENT,,
,,,601.3,COPYRIGHT HOLDER,,
,,,601.4,INCOMPLETE PSYCH TEST PATIENT,,
,,,601.6,MH MULTIPLE SCORING,,
,,,601.71,MH TESTS AND SURVEYS,,
,,,601.72,MH QUESTIONS,,
,,,601.73,MH INTRODUCTIONS,,
,,,601.74,MH RESPONSE TYPES,,
,,,601.75,MH CHOICES,,
,,,601.751,MH CHOICETYPES,,
,,,601.76,MH INSTRUMENT CONTENT,,
,,,601.77,MH BATTERIES,,
,,,601.78,MH BATTERY CONTENTS,,
,,,601.781,MH BATTERY USERS,,
,,,601.79,MH SKIPPED QUESTIONS,,
,,,601.81,MH SECTIONS,,
,,,601.82,MH RULES,,
,,,601.83,MH INSTRUMENTRULES,,
,,,601.84,MH ADMINISTRATIONS,,
,,,601.85,MH ANSWERS,,
,,,601.86,MH SCALEGROUPS,,
,,,601.87,MH SCALES,,
,,,601.88,MH DISPLAY,,
,,,601.89,MH CHOICEIDENTIFIERS,,
,,,601.91,MH SCORING KEYS,,
,,,601.92,MH RESULTS,,
,,,601.93,MH REPORT,,
,,,601.94,MH CR SCRATCH,,
,,,602,MENTAL HEALTH SITE PARAMETERS,,
,,,603.01,CLOZAPINE PATIENT LIST,,
,,,603.02,CLOZAPINE LAB TEST,,
,,,603.03,CLOZAPINE PARAMETERS,,
,,,603.04,CLOZAPINE TESTS,,
,,,604,ADDICTION SEVERITY INDEX,,
,,,604.26,ASI PROGRAM TYPE,,
,,,604.3,ASI LEGAL CODE,,
,,,604.4,ASI LIVING ARRANGEMENTS,,
,,,604.45,ASI PATIENT RATING SCALE,,
,,,604.48,ASI ROUTE OF ADMINISTRATION,,
,,,604.5,ASI FAMILY HX CODES,,
,,,604.55,ASI FOLLOW UP,,
,,,604.66,ASI QUICK FORM,,
,,,604.68,ASI NARRATIVE,,
,,,604.77,ASI SUBSTANCE CODE,,
,,,604.8,ASI PARAMETERS,,
,,,605,MH TEXT,,
,,,615,MH CLINICAL FILE,,
,,,615.2,SECLUSION/RESTRAINT,,
,,,615.5,S/R REASONS,,
,,,615.6,S/R CATEGORY,,
,,,615.7,S/R RELEASE CRITERIA,,
,,,615.8,S/R ALTERNATIVES,,
,,,615.9,S/R OBSERVATION CHECKLIST,,
,,,617,MH WAIT LIST,,
,,,618,MENTAL HEALTH CENSUS,,
,,,618.2,MENTAL HEALTH TEAM,,
,,,618.4,MENTAL HEALTH INPT,,
,,,620,PROBLEM,,
,,,624,JOB BANK,,
,,,625,INDICATOR,,
,,,627,DSM3,,
,,,627.5,DSM-III-R,,
,,,627.7,DSM,,
,,,627.8,DIAGNOSTIC RESULTS - MENTAL HEALTH,,
,,,627.9,DSM MODIFIERS,,
,,,627.99,DSM CONVERSION,,
,,,628,YSEXPERT,,
MRSA INITIATIVE REPORTS,Methicillin Resistant Staph Aurerus Initiative Reports,MMRS,104,MRSA SITE PARAMETERS,,189
,,,104.1,MRSA TOOLS LAB SEARCH/EXTRACT,,
,,,104.2,MDRO TYPES,,
,,,104.3,MRSA WARD MAPPINGS,,
MY HEALTHEVET,My HealtheVet,MHV,2275.3,MHV REQUEST TYPE,,153
,,,2275.4,MHV RESPONSE MAP,,
NATIONAL DRUG FILE,National Drug File,PSN,50.6,VA GENERIC,,89
,,,50.605,VA DRUG CLASS,,
,,,50.607,DRUG UNITS,,
,,,50.608,PACKAGE TYPE,,
,,,50.609,PACKAGE SIZE,,
,,,50.612,NATIONAL DRUG TRANSLATION,,
,,,50.621,PMI-ENGLISH,,
,,,50.622,PMI-SPANISH,,
,,,50.623,PMI MAP-ENGLISH,,
,,,50.624,PMI MAP-SPANISH,,
,,,50.625,WARNING LABEL-ENGLISH,,
,,,50.626,WARNING LABEL-SPANISH,,
,,,50.627,WARNING LABEL MAP,,
,,,50.64,VA DISPENSE UNIT,,
,,,50.67,NDC/UPN,,
,,,50.68,VA PRODUCT,,
,,,51.2,MEDICATION ROUTES,,
,,,55.95,DRUG MANUFACTURER,,
,,,56,DRUG INTERACTION,,
NATIONAL HEALTH INFORMATION NETWORK,National Health Information Network,NHIN,,,,195
NATIONAL LABORATORY TEST,National Laboratory Test,NLT,,,,119
NATIONAL ONLINE INFORMATION SHARING,National Online Information Sharing,FSC,7100,NOIS CALL,,18
,,,7100.1,NOIS COUNTER,,
,,,7100.2,NOIS NOTIFICATION,,
,,,7100.3,NOIS ALERT,,
,,,7100.4,NOIS SEND,,
,,,7100.5,NOIS STATUS HISTORY,,
,,,7100.6,NOIS CALL USER,,
,,,7100.7,NOIS WEB,,
,,,7101,NOIS TEXT,,
,,,7101.1,NOIS MRE,,
,,,7101.2,NOIS MRA,,
,,,7101.3,NOIS MRU,,
,,,7101.4,NOIS RESPONSE,,
,,,7102,NOIS LIST,,
,,,7103,NOIS EVENTS,,
,,,7103.1,NOIS SCHEDULE,,
,,,7103.2,NOIS RECURRING EVENTS,,
,,,7103.3,NOIS EVENT TYPE,,
,,,7103.5,NOIS WORKLOAD,,
,,,7104,NOIS STU MESSAGE,,
,,,7104.3,NOIS STU ALERT,,
,,,7105.1,NOIS LOCATION,,
,,,7105.2,NOIS USER DEFAULTS,,
,,,7105.3,NOIS OFFICE,,
,,,7105.4,NOIS MODULE/VERSION,,
,,,7105.5,NOIS PACKAGE,,
,,,7105.6,NOIS SUBCOMPONENT,,
,,,7105.7,NOIS LOCATION TYPE,,
,,,7105.8,NOIS WORK GROUP,,
,,,7105.9,NOIS WORK GROUP TYPE,,
,,,7106.1,NOIS STATUS,,
,,,7106.2,NOIS PRIORITY,,
,,,7106.3,NOIS TASK,,
,,,7106.4,NOIS FUNCTIONAL AREA,,
,,,7106.5,NOIS TIMEZONE,,
,,,7106.6,NOIS VISN,,
,,,7106.7,NOIS SYSTEM,,
,,,7106.8,NOIS ENTRY PERSON TYPE,,
,,,7107.1,NOIS LIST DEFINITION,,
,,,7107.2,NOIS FIELD,,
,,,7107.4,NOIS CONDITION,,
,,,7107.5,NOIS REPORT,,
,,,7107.6,NOIS FORMAT,,
,,,7107.7,NOIS FORMAT TYPE,,
,,,7109,NOIS PARAMETER,,
NATIONAL VISTA SUPPORT,National VistA Support,NVS,,,,
NDBI,NDBI,A7R,,,,
NETWORK HEALTH EXCHANGE,Network Health Exchange,AFJX,537000,VAMC NETWORK HEALTH EXCHANGE,AFJ,79
,,,537010,VAMC NETWORK PATIENT,,
,,,537015,VAMC NETWORK HEALTH TYPES,,
,,,537025,VAMC NETWORK HEALTH AUTHORIZED SITES,,
NURSING SERVICE,Nursing Service,NUR,210,NURS STAFF,,80
,,,211.1,NURS PAY SCALE,,
,,,211.2,*NURS GRADE/STEP,,
,,,211.3,NURS SERVICE POSITION,,
,,,211.4,NURS LOCATION,,
,,,211.5,NURS CLINICAL BACKGROUND,,
,,,211.6,NURS TOUR OF DUTY,,
,,,211.7,NURS AMIS POSITION,,
,,,211.8,NURS POSITION CONTROL,,
,,,211.9,NURS VACANCY/TRANSFERRED REASONS,,
,,,212.1,NURS EDUCATION,,
,,,212.2,NURS CERTIFICATION,,
,,,212.3,NURS COLLEGE MAJOR,,
,,,212.4,*NURS MANDATORY INSERVICE,,
,,,212.42,*NURS MI CLASS GROUP,,
,,,212.6,NURS PRIVILEGE,,
,,,212.7,NURS PRODUCT LINE,,
,,,212.8,VANOD UNIT TYPES,,
,,,213.2,NURS AMIS 1106B FTEE,,
,,,213.3,NURS AMIS WARD,,
,,,213.4,NURS AMIS 1106 MANHOURS,,
,,,213.5,NURS AMIS DAILY EXCEPTION REPORT,,
,,,213.9,NURS PARAMETERS,,
,,,214,NURS PATIENT,,
,,,214.6,NURS CLASSIFICATION,,
,,,214.7,NURS REVIEW CLASSIFICATION,,
